SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Icterus oberi,Montserrat Oriole,monori1,species,32569.0,MOOR,ICOB,MORI,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus bonana,Martinique Oriole,marori1,species,32570.0,,ICBO,MAOR,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus wagleri,Black-vented Oriole,bkvori,species,32571.0,,ICWA,BVOR,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus maculialatus,Bar-winged Oriole,bawori1,species,32574.0,,ICMA,BWOR,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus prosthemelas,Black-cowled Oriole,bkcori,species,32575.0,,ICPR,BCOR,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus spurius,Orchard Oriole,orcori,species,32578.0,,ICSP,OROR,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus spurius spurius,Orchard Oriole (Orchard),orcori2,issf,32579.0,OROR,ICSP,,Passeriformes,Troupials and Allies,Icteridae,orcori,,,icteri1
Icterus spurius fuertesi,Orchard Oriole (Fuertes's),orcori3,issf,32580.0,OROR OCOR,ICSP,,Passeriformes,Troupials and Allies,Icteridae,orcori,,,icteri1
Icterus cucullatus,Hooded Oriole,hooori,species,32581.0,,ICCU,HOOR,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus cucullatus cucullatus/sennetti,Hooded Oriole (cucullatus/sennetti),hooori2,issf,32582.0,HOOR HO,ICCU,,Passeriformes,Troupials and Allies,Icteridae,hooori,,,icteri1
Icterus cucullatus [nelsoni Group],Hooded Oriole (nelsoni Group),hooori1,issf,32585.0,HOOR HO,ICCU,,Passeriformes,Troupials and Allies,Icteridae,hooori,,,icteri1
Icterus cucullatus igneus,Hooded Oriole (igneus),hooori3,issf,32589.0,HOOR HO,ICCU,,Passeriformes,Troupials and Allies,Icteridae,hooori,,,icteri1
Icterus spurius/cucullatus,Orchard/Hooded Oriole,y00488,slash,32590.0,HOOR OROR,ICSP ICCU,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus chrysater,Yellow-backed Oriole,yebori1,species,32591.0,,ICCH,YBOR,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus auricapillus,Orange-crowned Oriole,orcori1,species,32596.0,,ICAU,OCOR,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus graceannae,White-edged Oriole,wheori1,species,32597.0,WEOR,ICGR,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus mesomelas,Yellow-tailed Oriole,yetori1,species,32598.0,,ICME,YTOR,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus graceannae/mesomelas,White-edged/Yellow-tailed Oriole,y00927,slash,32604.0,WEOR YTOR,ICME ICGR,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus cayanensis,Epaulet Oriole,epaori1,species,32605.0,MOOR EPOR,ICCA,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus cayanensis chrysocephalus,Epaulet Oriole (Moriche),epaori2,issf,32606.0,MOOR EO EPOR,ICCA,,Passeriformes,Troupials and Allies,Icteridae,epaori1,,,icteri1
Icterus cayanensis cayanensis,Epaulet Oriole (Epaulet),epaori3,issf,32607.0,MOOR EO EPOR,ICCA,,Passeriformes,Troupials and Allies,Icteridae,epaori1,,,icteri1
Icterus pyrrhopterus,Variable Oriole,epaori4,species,32608.0,VAOR,ICPY,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus pyrrhopterus tibialis,Variable Oriole (Yellow-shouldered),varori2,issf,32609.0,VO VAOR,ICPY,,Passeriformes,Troupials and Allies,Icteridae,epaori4,,,icteri1
Icterus pyrrhopterus [pyrrhopterus Group],Variable Oriole (Chestnut-shouldered),varori1,issf,32610.0,VO VAOR,ICPY,,Passeriformes,Troupials and Allies,Icteridae,epaori4,,,icteri1
Icterus icterus,Venezuelan Troupial,ventro1,species,32614.0,,ICIC,VETR,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus jamacaii,Campo Troupial,camtro1,species,32618.0,CATR,ICJA,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus croconotus,Orange-backed Troupial,orbtro3,species,32619.0,OBTR,ICCR,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus icterus/croconotus/jamacaii,troupial sp.,troupi1,spuh,32622.0,,,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus pustulatus,Streak-backed Oriole,stbori,species,32623.0,SBOR,ICPU,SBAO,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus pustulatus [pustulatus Group],Streak-backed Oriole (West Mexican),stbori1,issf,32624.0,SBOR SBO SBAO,ICPU,,Passeriformes,Troupials and Allies,Icteridae,stbori,,,icteri1
Icterus pustulatus [sclateri Group],Streak-backed Oriole (Streak-backed),stbori3,issf,32628.0,SBOR SBO SBAO,ICPU,,Passeriformes,Troupials and Allies,Icteridae,stbori,,,icteri1
Icterus pustulatus graysonii,Streak-backed Oriole (Tres Marias Is.),stbori2,issf,32633.0,SBOR SBO SBAO,ICPU,,Passeriformes,Troupials and Allies,Icteridae,stbori,,,icteri1
Icterus wagleri x pustulatus,Black-vented x Streak-backed Oriole (hybrid),x00490,hybrid,32634.0,BVOR SBOR SBAO,ICPU ICWA,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus bullockii,Bullock's Oriole,bulori,species,32635.0,,ICBU,BUOR,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus auratus,Orange Oriole,oraori1,species,32638.0,OROR,ICAU,ORAO,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus leucopteryx,Jamaican Oriole,jamori1,species,32639.0,,ICLE,JAOR,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus nigrogularis,Yellow Oriole,yelori1,species,32643.0,AYOR YEOR,ICNI,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus pectoralis,Spot-breasted Oriole,spbori,species,32648.0,,ICPE,SBOR,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus gularis,Altamira Oriole,altori,species,32651.0,,ICGU,ALOR,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus graduacauda,Audubon's Oriole,audori,species,32658.0,,ICGR,AUOR,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus graduacauda graduacauda/audubonii,Audubon's Oriole (Audubon's),audori1,issf,32659.0,AUOR AO,ICGR,,Passeriformes,Troupials and Allies,Icteridae,audori,,,icteri1
Icterus graduacauda dickeyae/nayaritensis,Audubon's Oriole (Dickey's),audori2,issf,32662.0,AUOR AO,ICGR,,Passeriformes,Troupials and Allies,Icteridae,audori,,,icteri1
Icterus gularis x graduacauda,Altamira x Audubon's Oriole (hybrid),x00449,hybrid,32665.0,ALOR AUOR,ICGU ICGR,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus galbula,Baltimore Oriole,balori,species,32666.0,,ICGA,BAOR,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus bullockii x galbula,Bullock's x Baltimore Oriole (hybrid),x00013,hybrid,32667.0,BAOR BUOR,ICGA ICBU,BBOH,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus bullockii/galbula,Bullock's/Baltimore Oriole,y00022,slash,32668.0,BAOR BUOR,ICGA ICBU,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus abeillei,Black-backed Oriole,blbori1,species,32669.0,,ICAB,BBOR,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus bullockii x abeillei,Bullock's x Black-backed Oriole (hybrid),x00903,hybrid,32670.0,BBOR BUOR,ICAB ICBU,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus bullockii/abeillei,Bullock's/Black-backed Oriole,y00630,slash,32671.0,BBOR BUOR,ICAB ICBU,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus parisorum,Scott's Oriole,scoori,species,32672.0,,ICPA,SCOR,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icteria virens x Icterus sp.,Yellow-breasted Chat x new world oriole sp. (hybrid),x00478,hybrid,32673.0,YBCH,ICVI,,Passeriformes,,,,,,
Icterus sp.,new world oriole sp.,oriole,spuh,32674.0,,,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Nesopsar nigerrimus,Jamaican Blackbird,jambla1,species,32675.0,,NENI,JABL,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Agelaius phoeniceus,Red-winged Blackbird,rewbla,species,32676.0,,AGPH,RWBL,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Agelaius phoeniceus [phoeniceus Group],Red-winged Blackbird (Red-winged),rewbla1,issf,32677.0,RWB RWBL,AGPH,,Passeriformes,Troupials and Allies,Icteridae,rewbla,,,icteri1
Agelaius phoeniceus californicus/mailliardorum,Red-winged Blackbird (California Bicolored),rewbla2,issf,32699.0,RWB RWBL,AGPH,,Passeriformes,Troupials and Allies,Icteridae,rewbla,,,icteri1
Agelaius phoeniceus gubernator,Red-winged Blackbird (Mexican Bicolored),rewbla3,issf,32702.0,RWB RWBL,AGPH,,Passeriformes,Troupials and Allies,Icteridae,rewbla,,,icteri1
Agelaius assimilis,Red-shouldered Blackbird,resbla1,species,32703.0,,AGAS,RSBL,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Agelaius tricolor,Tricolored Blackbird,tribla,species,32706.0,,AGTR,TRBL,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Agelaius phoeniceus/tricolor,Red-winged/Tricolored Blackbird,y00651,slash,32707.0,RWBL TRBL,AGPH AGTR,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Agelaius humeralis,Tawny-shouldered Blackbird,tasbla,species,32708.0,,AGHU,TSBL,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Agelaius assimilis/humeralis,Red-shouldered/Tawny-shouldered Blackbird,y00926,slash,32711.0,RSBL TSBL,AGHU AGAS,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Agelaius xanthomus,Yellow-shouldered Blackbird,yesbla1,species,32712.0,,AGXA,YSBL,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Molothrus rufoaxillaris,Screaming Cowbird,scrcow1,species,32715.0,SCCO,MORU,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Molothrus bonariensis,Shiny Cowbird,shicow,species,32716.0,,MOBO,SHCO,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Molothrus rufoaxillaris/bonariensis,Screaming/Shiny Cowbird,y00828,slash,32724.0,SCCO SHCO,MORU MOBO,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Molothrus aeneus,Bronzed Cowbird,brocow,species,32725.0,BRCO BBCO,MOAE,BROC,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Molothrus aeneus [aeneus Group],Bronzed Cowbird (Bronzed),brocow1,issf,32726.0,BBCO BROC BRCO,MOAE,,Passeriformes,Troupials and Allies,Icteridae,brocow,,,icteri1
Molothrus aeneus armenti,Bronzed Cowbird (Bronze-brown),brocow2,issf,32730.0,BBCO BRCO BROC,MOAE,,Passeriformes,Troupials and Allies,Icteridae,brocow,,,icteri1
Molothrus bonariensis/aeneus,Shiny/Bronzed Cowbird,y01117,slash,32731.0,BBCO BROC BRCO SHCO,MOAE MOBO,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Molothrus ater,Brown-headed Cowbird,bnhcow,species,32732.0,,MOAT,BHCO,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Molothrus bonariensis/ater,Shiny/Brown-headed Cowbird,y00336,slash,32737.0,BHCO SHCO,MOAT MOBO,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Molothrus aeneus/ater,Bronzed/Brown-headed Cowbird,y00337,slash,32738.0,BROC BBCO BRCO BHCO,MOAT MOAE,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Molothrus oryzivorus,Giant Cowbird,giacow,species,32739.0,,MOOR,GICO,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Dives dives,Melodious Blackbird,melbla1,species,32742.0,,DIDI,MEBL,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Dives warczewiczi,Scrub Blackbird,scrbla1,species,32743.0,SCBL,DIWA,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Ptiloxena atroviolacea,Cuban Blackbird,cubbla,species,32746.0,,PTAT,CUBL,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Euphagus carolinus,Rusty Blackbird,rusbla,species,32747.0,,EUCA,RUBL,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Euphagus cyanocephalus,Brewer's Blackbird,brebla,species,32750.0,,EUCY,BRBL,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Euphagus carolinus/cyanocephalus,Rusty/Brewer's Blackbird,y00227,slash,32751.0,BRBL RUBL,EUCY EUCA,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Quiscalus quiscula,Common Grackle,comgra,species,32752.0,,QUQU,COGR,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Quiscalus quiscula quiscula/stonei,Common Grackle (Purple),comgra1,issf,32753.0,COGR CG,QUQU,,Passeriformes,Troupials and Allies,Icteridae,comgra,,,icteri1
Quiscalus quiscula versicolor,Common Grackle (Bronzed),comgra2,issf,32756.0,COGR CG,QUQU,,Passeriformes,Troupials and Allies,Icteridae,comgra,,,icteri1
Quiscalus major,Boat-tailed Grackle,botgra,species,32757.0,,QUMA,BTGR,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Quiscalus major major,Boat-tailed Grackle (major),botgra1,issf,32758.0,BTG BTGR,QUMA,,Passeriformes,Troupials and Allies,Icteridae,botgra,,,icteri1
Quiscalus major torreyi/alabamensis,Boat-tailed Grackle (torreyi/alabamensis),botgra2,issf,32759.0,BTG BTGR,QUMA,,Passeriformes,Troupials and Allies,Icteridae,botgra,,,icteri1
Quiscalus major westoni,Boat-tailed Grackle (westoni),botgra3,issf,32762.0,BTG BTGR,QUMA,,Passeriformes,Troupials and Allies,Icteridae,botgra,,,icteri1
Quiscalus mexicanus,Great-tailed Grackle,grtgra,species,32763.0,,QUME,GTGR,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Quiscalus mexicanus [graysoni Group],Great-tailed Grackle (Western),grtgra1,issf,32764.0,GTGR GTG,QUME,,Passeriformes,Troupials and Allies,Icteridae,grtgra,,,icteri1
Quiscalus mexicanus [mexicanus Group],Great-tailed Grackle (Great-tailed),grtgra2,issf,32768.0,GTGR GTG,QUME,,Passeriformes,Troupials and Allies,Icteridae,grtgra,,,icteri1
Euphagus cyanocephalus x Quiscalus mexicanus,Brewer's Blackbird x Great-tailed Grackle (hybrid),x00753,hybrid,32774.0,GTGR BRBL,EUCY QUME,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Quiscalus quiscula x mexicanus,Common x Great-tailed Grackle (hybrid),x00479,hybrid,32775.0,COGR GTGR,QUME QUQU,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Quiscalus major x mexicanus,Boat-tailed x Great-tailed Grackle (hybrid),x00977,hybrid,32776.0,GTGR BTGR,QUME QUMA,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Quiscalus major/mexicanus,Boat-tailed/Great-tailed Grackle,y00629,slash,32777.0,GTGR BTGR,QUME QUMA,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Quiscalus palustris,Slender-billed Grackle,slbgra1,species,32778.0,,QUPA,SBGR,Passeriformes,Troupials and Allies,Icteridae,,true,1910,icteri1
Quiscalus nicaraguensis,Nicaraguan Grackle,nicgra1,species,32779.0,,QUNI,NIGR,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Quiscalus niger,Greater Antillean Grackle,gragra1,species,32780.0,,QUNI,GAGR,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Quiscalus lugubris,Carib Grackle,cargra1,species,32788.0,,QULU,CAGR,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Quiscalus sp.,grackle sp.,grackl,spuh,32797.0,,,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Hypopyrrhus pyrohypogaster,Red-bellied Grackle,rebgra1,species,32798.0,RBGR,HYPY,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Lampropsar tanagrinus,Velvet-fronted Grackle,vefgra1,species,32799.0,VFGR,LATA,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Gymnomystax mexicanus,Oriole Blackbird,oribla1,species,32805.0,ORBL,GYME,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Macroagelaius subalaris,Mountain Grackle,mougra1,species,32806.0,MOGR CMGR,MASU,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Macroagelaius imthurni,Golden-tufted Grackle,gotgra1,species,32807.0,GTGR GTMG,MAIM,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Curaeus curaeus,Austral Blackbird,ausbla1,species,32808.0,AUBL,CUCU,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Amblyramphus holosericeus,Scarlet-headed Blackbird,schbla1,species,32812.0,SHBL,AMHO,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Anumara forbesi,Forbes's Blackbird,forbla1,species,32813.0,FOBL,ANFO,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Gnorimopsar chopi,Chopi Blackbird,chobla1,species,32814.0,CHBL,GNCH,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Oreopsar bolivianus,Bolivian Blackbird,bolbla1,species,32817.0,BOBL,ORBO,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Agelaioides badius,Grayish Baywing,bawcow4,species,32818.0,GRBA,AGBA,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Agelaioides fringillarius,Pale Baywing,bawcow3,species,32821.0,PABA,AGFR,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Agelaioides badius/fringillarius,Grayish/Pale Baywing,bawcow2,slash,32822.0,PABA GRBA,AGFR AGBA,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Agelasticus xanthophthalmus,Pale-eyed Blackbird,paebla2,species,32823.0,PEBL,AGXA,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Agelasticus cyanopus,Unicolored Blackbird,unibla2,species,32824.0,UNBL,AGCY,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Agelasticus cyanopus atroolivaceus/unicolor,Unicolored Blackbird (Azara's),unibla1,issf,32825.0,UNBL UB,AGCY,,Passeriformes,Troupials and Allies,Icteridae,unibla2,,,icteri1
Agelasticus cyanopus cyanopus,Unicolored Blackbird (Yellow-breasted),unibla3,issf,32828.0,UNBL UB,AGCY,,Passeriformes,Troupials and Allies,Icteridae,unibla2,,,icteri1
Agelasticus thilius,Yellow-winged Blackbird,yewbla2,species,32829.0,YWBL,AGTH,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Chrysomus ruficapillus,Chestnut-capped Blackbird,chcbla2,species,32833.0,CCBL,CHRU,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Chrysomus icterocephalus,Yellow-hooded Blackbird,yehbla2,species,32836.0,YHBL,CHIC,YHOB,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Xanthopsar flavus,Saffron-cowled Blackbird,sacbla2,species,32839.0,SCBL,XAFL,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Pseudoleistes guirahuro,Yellow-rumped Marshbird,yermar1,species,32840.0,YRMA,PSGU,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Pseudoleistes virescens,Brown-and-yellow Marshbird,baymar1,species,32841.0,BAYM,PSVI,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icteridae sp.,blackbird sp.,blackb,spuh,32842.0,,,UNBL,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Seiurus aurocapilla,Ovenbird,ovenbi1,species,32843.0,,SEAU,OVEN,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Helmitheros vermivorum,Worm-eating Warbler,woewar1,species,32847.0,,HEVE,WEWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Spizella passerina/Helmitheros vermivorum,Chipping Sparrow/Worm-eating Warbler,y00432,slash,32848.0,WEWA CHSP,SPPA HEVE,,Passeriformes,,,,,,
Parkesia motacilla,Louisiana Waterthrush,louwat,species,32849.0,,PAMO,LOWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Parkesia noveboracensis,Northern Waterthrush,norwat,species,32850.0,,PANO,NOWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Parkesia motacilla/noveboracensis,Louisiana/Northern Waterthrush,y00598,slash,32851.0,LOWA NOWA,PAMO PANO,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Vermivora bachmanii,Bachman's Warbler,bacwar,species,32852.0,,VEBA,BAWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Vermivora chrysoptera,Golden-winged Warbler,gowwar,species,32853.0,,VECH,GWWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Vermivora cyanoptera,Blue-winged Warbler,buwwar,species,32854.0,,VECY,BWWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Vermivora chrysoptera x cyanoptera,Golden-winged x Blue-winged Warbler (hybrid),x00669,hybrid,32855.0,BWWA GWWA,VECH VECY,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Vermivora chrysoptera x cyanoptera (F1 hybrid),Brewster's Warbler (hybrid),brewar,hybrid,32856.0,GWWA,VECH,BRWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Vermivora chrysoptera x cyanoptera (F2 backcross),Lawrence's Warbler (hybrid),lawwar,hybrid,32857.0,GWWA,VECH,LAWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Vermivora chrysoptera/cyanoptera,Golden-winged/Blue-winged Warbler,y00665,slash,32858.0,BWWA GWWA,VECH VECY,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Mniotilta varia,Black-and-white Warbler,bawwar,species,32859.0,,MNVA,BAWW,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Protonotaria citrea,Prothonotary Warbler,prowar,species,32860.0,PRWA,PRCI,PROW,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Limnothlypis swainsonii,Swainson's Warbler,swawar,species,32861.0,,LISW,SWWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Oreothlypis superciliosa,Crescent-chested Warbler,crcwar,species,32862.0,,ORSU,CCWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Oreothlypis gutturalis,Flame-throated Warbler,fltwar1,species,32868.0,FTWA,ORGU,FTHW,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Leiothlypis peregrina,Tennessee Warbler,tenwar,species,32869.0,,LEPE,TEWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Leiothlypis celata,Orange-crowned Warbler,orcwar,species,32870.0,,LECE,OCWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Leiothlypis celata celata/orestera,Orange-crowned Warbler (Gray-headed),orcwar5,form,32871.0,OCW OCWA,LECE,,Passeriformes,New World Warblers,Parulidae,orcwar,,,paruli1
Leiothlypis celata celata,Orange-crowned Warbler (celata),orcwar1,issf,32872.0,OCWA OCW,LECE,,Passeriformes,New World Warblers,Parulidae,orcwar,,,paruli1
Leiothlypis celata orestera,Orange-crowned Warbler (orestera),orcwar2,issf,32873.0,OCW OCWA,LECE,,Passeriformes,New World Warblers,Parulidae,orcwar,,,paruli1
Leiothlypis celata lutescens,Orange-crowned Warbler (lutescens),orcwar3,issf,32874.0,OCWA OCW,LECE,,Passeriformes,New World Warblers,Parulidae,orcwar,,,paruli1
Leiothlypis celata sordida,Orange-crowned Warbler (sordida),orcwar4,issf,32875.0,OCWA OCW,LECE,,Passeriformes,New World Warblers,Parulidae,orcwar,,,paruli1
Leiothlypis crissalis,Colima Warbler,colwar,species,32876.0,COWA,LECR,COLW,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Leiothlypis luciae,Lucy's Warbler,lucwar,species,32877.0,,LELU,LUWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Leiothlypis ruficapilla,Nashville Warbler,naswar,species,32878.0,,LERU,NAWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Leiothlypis ruficapilla ruficapilla,Nashville Warbler (ruficapilla),naswar1,issf,32879.0,NW NAWA,LERU,,Passeriformes,New World Warblers,Parulidae,naswar,,,paruli1
Leiothlypis ruficapilla ridgwayi,Nashville Warbler (ridgwayi),naswar2,issf,32880.0,NW NAWA,LERU,,Passeriformes,New World Warblers,Parulidae,naswar,,,paruli1
Leiothlypis celata x ruficapilla,Orange-crowned x Nashville Warbler (hybrid),x00819,hybrid,32881.0,NAWA OCWA,LECE LERU,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Leiothlypis virginiae,Virginia's Warbler,virwar,species,32882.0,,LEVI,VIWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Leiothlypis crissalis x virginiae,Colima x Virginia's Warbler (hybrid),x00638,hybrid,32883.0,COLW COWA VIWA,LECR LEVI,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Leiothlypis sp.,Leiothlypis sp.,vermiv1,spuh,32884.0,,,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Leucopeza semperi,Semper's Warbler,semwar1,species,32885.0,SEWA,LESE,SEMW,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Oporornis agilis,Connecticut Warbler,conwar,species,32886.0,COWA,OPAG,CONW,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Geothlypis poliocephala,Gray-crowned Yellowthroat,gycyel,species,32887.0,,GEPO,GCYE,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Geothlypis aequinoctialis,Masked Yellowthroat,masyel1,species,32894.0,MYSP MAYE MLYE,GEAE,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Geothlypis aequinoctialis aequinoctialis,Masked Yellowthroat (Masked),masyel2,issf,32895.0,MYSP MLYE MAYE,GEAE,,Passeriformes,New World Warblers,Parulidae,masyel1,,,paruli1
Geothlypis aequinoctialis auricularis/peruviana,Masked Yellowthroat (Black-lored),masyel4,issf,32896.0,BLYE MAYE MYSP MLYE,GEAE,,Passeriformes,New World Warblers,Parulidae,masyel1,,,paruli1
Geothlypis aequinoctialis velata,Masked Yellowthroat (Southern),masyel5,issf,32899.0,MAYE MYSP SOYE MLYE,GEAE,,Passeriformes,New World Warblers,Parulidae,masyel1,,,paruli1
Geothlypis tolmiei,MacGillivray's Warbler,macwar,species,32900.0,MAWA,GETO,MGWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Geothlypis philadelphia,Mourning Warbler,mouwar,species,32901.0,,GEPH,MOWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Oporornis agilis x Geothlypis philadelphia,Connecticut x Mourning Warbler (hybrid),x00746,hybrid,32902.0,MOWA COWA CONW,OPAG GEPH,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
